Date,Open,High,Low,Close,Adj Close,Volume
2014-04-01,193.119995,199.210007,187.009995,196.470001,151.772247,118441200
2014-05-01,196.309998,196.740005,182.330002,184.360001,142.417343,70018300
2014-06-01,184.759995,187.649994,179.270004,181.270004,140.845612,78501700
2014-07-01,181.699997,196.399994,181.699997,191.669998,148.926361,97597800
2014-08-01,190.500000,194.130005,183.580002,192.300003,149.415833,53454100
2014-09-01,192.679993,195.000000,188.119995,189.830002,148.369003,64179600
2014-10-01,189.910004,190.889999,161.100006,164.399994,128.493149,146255300
2014-11-01,164.250000,164.970001,159.800003,162.169998,126.750244,80015600
2014-12-01,161.639999,164.520004,150.500000,160.440002,126.256348,101583300
2015-01-01,161.309998,163.309998,149.520004,153.309998,120.645462,117412100
2015-02-01,154.000000,164.990005,151.509995,161.940002,127.436768,77656900
2015-03-01,161.940002,165.350006,153.399994,160.500000,127.189522,104911500
2015-04-01,160.229996,175.130005,158.389999,171.289993,135.740173,93836100
2015-05-01,173.199997,176.300003,168.839996,169.649994,134.440536,57928700
2015-06-01,170.210007,171.559998,162.119995,162.660004,130.877335,80847700
2015-07-01,163.970001,173.779999,158.500000,161.990005,130.338211,93854600
2015-08-01,161.699997,161.850006,140.619995,147.889999,118.993248,93728000
2015-09-01,144.910004,149.679993,141.149994,144.970001,117.612122,81813300
2015-10-01,145.309998,153.149994,137.330002,140.080002,113.644905,120475900
2015-11-01,140.500000,142.800003,131.649994,139.419998,113.109474,85437000
2015-12-01,139.580002,141.399994,133.910004,137.619995,112.696465,97680800
2016-01-01,135.600006,136.889999,118.000000,124.790001,102.190018,126233100
2016-02-01,124.400002,134.919998,116.900002,131.029999,107.299942,106715800
2016-03-01,132.240005,153.100006,132.029999,151.449997,125.288597,105746700
2016-04-01,150.509995,153.520004,142.610001,145.940002,120.730377,94482500
2016-05-01,146.559998,153.809998,142.899994,153.740005,127.183037,75249000
2016-06-01,153.000000,155.479996,142.500000,151.779999,127.989868,76973700
2016-07-01,151.779999,163.600006,149.919998,160.619995,135.444305,69425000
2016-08-01,160.649994,164.949997,157.850006,158.880005,133.977020,69706500
2016-09-01,158.320007,165.000000,153.210007,158.850006,135.108627,69937000
2016-10-01,158.059998,158.529999,147.789993,153.690002,130.719803,78327200
2016-11-01,153.500000,164.660004,151.000000,162.220001,137.974960,76338800
2016-12-01,161.949997,169.949997,158.300003,165.990005,142.462296,69470400
2017-01-01,167.000000,179.250000,165.339996,174.520004,149.783249,88764500
2017-02-01,175.000000,182.789993,172.889999,179.820007,154.332016,59820600
2017-03-01,180.479996,182.550003,172.089996,174.139999,150.638855,79477000
2017-04-01,173.820007,176.330002,159.600006,160.289993,138.657974,100052300
2017-05-01,160.050003,160.419998,149.789993,152.630005,132.031769,103329100
2017-06-01,152.800003,157.199997,150.800003,153.830002,134.369736,83977000
2017-07-01,153.580002,156.029999,143.639999,144.669998,126.368500,93293500
2017-08-01,145.000000,145.669998,139.130005,143.029999,124.935982,80246500
2017-09-01,142.979996,147.419998,141.639999,145.080002,128.065598,78296700
2017-10-01,145.350006,162.509995,145.210007,154.059998,135.992432,125345600
2017-11-01,154.100006,154.899994,146.210007,149.119995,131.631805,135079900
2017-12-01,154.399994,157.850006,151.490005,153.419998,136.781158,88788100
2018-01-01,154.500000,171.130005,153.539993,163.699997,145.946259,145086400
2018-02-01,163.190002,164.130005,144.399994,155.830002,138.929779,102364900
2018-03-01,155.529999,162.110001,148.539993,153.429993,138.136856,94316900
2018-04-01,153.339996,162.000000,144.110001,144.960007,130.511124,122745300
2018-05-01,144.649994,146.199997,139.899994,141.309998,127.224907,88812900
2018-06-01,142.429993,147.520004,137.449997,139.699997,127.171593,89801400
2018-07-01,138.279999,150.539993,138.199997,144.929993,131.932587,94954000
2018-08-01,144.759995,147.929993,142.000000,146.479996,133.343567,79195100
2018-09-01,145.979996,153.350006,144.809998,151.210007,139.136520,95867900
2018-10-01,151.710007,154.360001,114.089996,115.430000,106.213402,198093000
2018-11-01,115.500000,125.059998,114.540001,124.269997,114.347557,141718900
2018-12-01,125.669998,126.589996,105.940002,113.669998,105.926056,115604100
2019-01-01,112.010002,135.410004,111.690002,134.419998,125.262436,120387100
2019-02-01,134.970001,140.490005,132.119995,138.130005,128.719696,68461200
2019-03-01,139.309998,142.119995,133.580002,141.100006,133.019348,74687300
2019-04-01,141.509995,145.389999,136.259995,140.270004,132.236877,80197500
2019-05-01,140.550003,141.809998,126.849998,126.989998,119.717407,75536400
2019-06-01,127.099998,140.149994,127.059998,137.899994,131.546844,61341600
2019-07-01,139.600006,151.940002,139.130005,148.240005,141.410492,80164100
2019-08-01,148.899994,152.949997,128.830002,135.529999,129.286041,96062300
2019-09-01,134.850006,146.570007,133.330002,145.419998,140.354889,61812000
2019-10-01,145.589996,147.350006,130.899994,133.729996,129.072067,91419500
2019-11-01,134.500000,139.139999,132.750000,134.449997,129.766998,64772300
2019-12-01,134.449997,136.419998,130.690002,134.039993,130.899277,71853900
2020-01-01,135.000000,145.789993,133.199997,143.729996,140.362228,113249700
2020-02-01,144.250000,158.750000,126.360001,130.149994,127.100426,118150200
2020-03-01,130.750000,136.100006,90.559998,110.930000,109.461983,190076300
2020-04-01,106.360001,129.309998,104.519997,125.559998,123.898369,130697400
2020-05-01,123.190002,124.320000,111.809998,118.389999,116.823257,69840500
2020-05-22,119.370003,119.464996,117.589996,118.389999,118.389999,3772209
